Title,URL,Sub
Futures Thinking,https://www.coursera.org/learn/futuresthinking?specialization=strategicthinkingforeveryone,Personal Development
Dynamical Modeling Methods for Systems Biology,https://www.coursera.org/learn/dynamical-modeling?specialization=systems-biology,Health Informatics
Microsoft Azure Services and Lifecycles,https://www.coursera.org/learn/microsoft-azure-services-lifecycles?specialization=microsoft-azure-fundamentals-az-900,Cloud Computing
"Musicianship: Tensions, Harmonic Function, and Modal Interchange",https://www.coursera.org/learn/musicianship-harmony?specialization=musicianship-specialization,Music and Art
Introduction to Personal Finance,https://www.coursera.org/learn/personal-finance-introduction?specialization=personal-finance-fundamentals,Personal Development
Pricing Strategy,https://www.coursera.org/learn/pricing-strategy?specialization=marketing-mix,Marketing
IoT Communications,https://www.coursera.org/learn/iot-communications?specialization=uiuc-iot,Mobile and Web Development
Managing as a Coach,https://www.coursera.org/learn/managing-as-a-coach?specialization=coaching-skills-manager,Leadership and Management
Engagement & Nurture Marketing Strategies,https://www.coursera.org/learn/nurture-market-strategies?specialization=social-media-marketing,Marketing
Django Features and Libraries,https://www.coursera.org/learn/django-features-libraries?specialization=django,Mobile and Web Development
Advanced Linear Models for Data Science 1: Least Squares,https://www.coursera.org/learn/linear-models?specialization=advanced-statistics-data-science,Probability and Statistics
Integrated Analysis in Systems Biology,https://www.coursera.org/learn/integrated-analysis?specialization=systems-biology,Health Informatics
Fundamentals of Finance,https://www.coursera.org/learn/finance-fundamentals?specialization=finance-accounting,Finance
Connecting with Sales Prospects,https://www.coursera.org/learn/connecting-with-sales-prospects?specialization=the-art-of-sales-mastering-the-selling-process,Leadership and Management
"C++ Basic Structures: Vectors, Pointers, Strings, and Files",https://www.coursera.org/learn/cpp-basic-structures-vectors-pointers-strings-and-files?specialization=hands-on-cpp,Software Development
"Business Intelligence Concepts, Tools, and Applications",https://www.coursera.org/learn/business-intelligence-tools?specialization=data-warehousing,Data Analysis
"Blockchain, Cryptoassets, and Decentralized Finance",https://www.coursera.org/learn/blockchain-crypto-decentralized-finance?specialization=blockchain-financial-services,Computer Security and Networks
C# Class Development,https://www.coursera.org/learn/csharp-class-development?specialization=programming-unity-game-development,Software Development
3D Reconstruction - Single Viewpoint ,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint?specialization=firstprinciplesofcomputervision,Algorithms
Managing Employee Compensation,https://www.coursera.org/learn/compensation-management?specialization=human-resource-management,Business Essentials
Flight mechanics - The basis,https://www.coursera.org/learn/basis-flight-mechanics?specialization=flight-mechanics-fundamentals,Physics and Astronomy
"Visionary leadership, identity & motivation: Become a meaning maker",https://www.coursera.org/learn/visionary-leadership-meaning-maker?specialization=hr-management-leadership,Leadership and Management
Linear Regression for Business Statistics,https://www.coursera.org/learn/linear-regression-business-statistics?specialization=business-statistics-analysis,Data Analysis
Songwriting: Writing the Lyrics,https://www.coursera.org/learn/songwriting-lyrics?specialization=songwriting,Music and Art
Business Statistics and Analysis Capstone,https://www.coursera.org/learn/business-statistics-analysis-capstone?specialization=business-statistics-analysis,Data Analysis
Agile Analytics,https://www.coursera.org/learn/uva-darden-agile-analytics?specialization=uva-darden-digital-product-management,Design and Product
Intro to Digital Manufacturing with Autodesk Fusion 360,https://www.coursera.org/learn/introduction-digital-manufacturing-fusion-360?specialization=cad-design-digital-manufacturing,Mechanical Engineering
Python and Pandas for Data Engineering,https://www.coursera.org/learn/python-and-pandas-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke,Data Analysis
Writing a Personal Essay,https://www.coursera.org/learn/personal-essay?specialization=memoir-personal-essay,Music and Art
The Technology of Music Production,https://www.coursera.org/learn/technology-of-music-production?specialization=music-production,Music and Art
Building No-Code Apps with AppSheet: Implementation,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-implementation?specialization=building-no-code-apps-with-appsheet,Cloud Computing
Essential Google Cloud Infrastructure: Foundation,https://www.coursera.org/learn/gcp-infrastructure-foundation?specialization=gcp-architecture,Cloud Computing
Probabilistic Deep Learning with TensorFlow 2,https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2?specialization=tensorflow2-deeplearning,Machine Learning
Bayesian Statistics: Techniques and Models,https://www.coursera.org/learn/mcmc-bayesian-statistics?specialization=bayesian-statistics,Probability and Statistics
Introduction to Research for Essay Writing,https://www.coursera.org/learn/introduction-to-research-for-essay-writing?specialization=academic-english,Music and Art
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",https://www.coursera.org/learn/tesol-speaking?specialization=tesol-certificate-2,Learning English
"Facebook, Instagram, and Snapchat Marketing",https://www.coursera.org/learn/facebook-instagram-snapchat-marketing?specialization=social-media-marketing-practice,Marketing
Gathering and Developing the News,https://www.coursera.org/learn/gathering-the-news?specialization=become-a-journalist,Music and Art
Developing Data Products,https://www.coursera.org/learn/data-products?specialization=jhu-data-science,Data Analysis
Intermediate PostgreSQL,https://www.coursera.org/learn/intermediate-postgresql?specialization=postgresql-for-everybody,Software Development
Introduction to Imagemaking,https://www.coursera.org/learn/image-making?specialization=graphic-design,Music and Art
Excel Basics for Data Analysis,https://www.coursera.org/learn/excel-basics-data-analysis-ibm?specialization=data-analysis-visualization-foundations,Data Analysis
Linux Cloud and DevOps,https://www.coursera.org/learn/linux-cloud-devops?specialization=linux-for-lfca-certification,Software Development
Digital Signal Processing 3: Analog vs Digital,https://www.coursera.org/learn/dsp3?specialization=digital-signal-processing,Electrical Engineering
Emotional and Social Intelligence,https://www.coursera.org/learn/emotional-and-social-intelligence?specialization=professional-skills-for-the-workplace,Business Essentials
Big Data Modeling and Management Systems,https://www.coursera.org/learn/big-data-management?specialization=big-data,Data Analysis
Mathematical Thinking in Computer Science,https://www.coursera.org/learn/what-is-a-proof?specialization=discrete-mathematics,Algorithms
Team Management for the 6 σ Black Belt,https://www.coursera.org/learn/team-management-for-the-6--black-belt?specialization=six-sigma-black-belt,Leadership and Management
AWS Fundamentals: Building Serverless Applications,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications?specialization=aws-fundamentals,Cloud Computing
Health Information Technology Fundamentals,https://www.coursera.org/learn/health-it-fundamentals?specialization=healthcare-it,Healthcare Management
Computer Vision in Microsoft Azure,https://www.coursera.org/learn/computer-vision-microsoft-azure?specialization=microsoft-azure-ai-900-ai-fundamentals,Cloud Computing
"Comunicaciones integradas de marketing: Publicidad, Relaciones Públicas, Marketing Digital y más",https://www.coursera.org/learn/comunicaciones-integradas-marketing?specialization=implementacion-marketing-mix,Marketing
People Analytics,https://www.coursera.org/learn/wharton-people-analytics?specialization=business-analytics,Leadership and Management
React Native,https://www.coursera.org/learn/react-native-course?specialization=meta-react-native,Mobile and Web Development
Game Design Document: Define the Art & Concepts,https://www.coursera.org/learn/game-design-document?specialization=game-design,Music and Art
Analysis of Business Problems,https://www.coursera.org/learn/analysis-business-problem-iese?specialization=foundations-management,Marketing
ESG Risks and Opportunities,https://www.coursera.org/learn/esg-risks-opportunities?specialization=materiality-esg-factors,Finance
Understanding Prostate Cancer,https://www.coursera.org/learn/prostate-cancer?specialization=cancer-biology,Patient Care
Combining and Analyzing Complex Data,https://www.coursera.org/learn/data-collection-analytics-project?specialization=data-collection,Data Analysis
Influence,https://www.coursera.org/learn/wharton-influence?specialization=wharton-success,Leadership and Management
Teach English Now! Lesson Design and Assessment,https://www.coursera.org/learn/lesson-design?specialization=tesol,Education
The AI Ladder: A Framework for Deploying AI in your Enterprise,https://www.coursera.org/learn/ibm-ai-ladder-framework?specialization=ibm-ai-foundations-for-business,Leadership and Management
Healthcare Delivery Providers,https://www.coursera.org/learn/healthcare-delivery-providers?specialization=healthcare-marketplace,Finance
Salesforce Integration,https://www.coursera.org/learn/salesforce-integration?specialization=salesforce-fundamentals,Business Essentials
Negotiation  Fundamentals,https://www.coursera.org/learn/negotiation-fundamentals?specialization=negotiation-mediation-conflict-resolution,Leadership and Management
Orden y manejo del tiempo,https://www.coursera.org/learn/orden?specialization=habilidades,Leadership and Management
R Programming,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,Data Analysis
Project Management: Foundations and Initiation,https://www.coursera.org/learn/project-management-foundations-initiation?specialization=meem-project-management,Leadership and Management
Managing Linux Systems,https://www.coursera.org/learn/managing-linux-systems?specialization=linux-for-lfca-certification,Software Development
Geospatial Analysis Project,https://www.coursera.org/learn/gis-capstone?specialization=gis,Data Analysis
Parallel programming,https://www.coursera.org/learn/scala-parallel-programming?specialization=scala,Software Development
Budgeting and Scheduling Projects,https://www.coursera.org/learn/schedule-projects?specialization=project-management,Leadership and Management
"Pointers, Arrays, and Recursion",https://www.coursera.org/learn/pointers-arrays-recursion?specialization=c-programming,Software Development
Professional Selling: Step 1 - Think Like a High-Performer,https://www.coursera.org/learn/professional-selling-step-1?specialization=professionalselling,Marketing
Python Data Representations,https://www.coursera.org/learn/python-representation?specialization=introduction-scripting-in-python,Software Development
"Consumption, Marketing and Culture",https://www.coursera.org/learn/consumption-marketing-culture?specialization=uol-business-and-marketing-strategies,Marketing
Business Growth Strategy,https://www.coursera.org/learn/uva-darden-business-growth-strategy?specialization=business-strategy,Business Strategy
"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots ",https://www.coursera.org/learn/modernrobotics-course5?specialization=modernrobotics,Mechanical Engineering
 Optimization Methods in Asset Management,https://www.coursera.org/learn/financial-engineering-optimizationmethods?specialization=financialengineering,Finance
Anatomy: Human Neuroanatomy,https://www.coursera.org/learn/anatomy403-3x?specialization=anatomy,Basic Science
The Factors that Influence the Effectiveness of Boards and the Governance Process,https://www.coursera.org/learn/nonprofit-gov-3?specialization=nonprofit,Leadership and Management
Content Strategy for Professionals: Capstone Project,https://www.coursera.org/learn/content-strategy-project?specialization=content-strategy,Marketing
Converter Circuits,https://www.coursera.org/learn/converter-circuits?specialization=power-electronics,Electrical Engineering
Introduction to the Biology of Cancer,https://www.coursera.org/learn/cancer?specialization=cancer-biology,Basic Science
Modernizing Data Lakes and Data Warehouses with GCP 日本語版,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp-jp?specialization=gcp-data-machine-learning-jp,Cloud Computing
Google Slides,https://www.coursera.org/learn/google-slides?specialization=getting-started-with-google-workspace,Cloud Computing
Cooking for Busy Healthy People,https://www.coursera.org/learn/cooking-healthy-food?specialization=food-sustainability-mindful-eating-healthy-cooking,Nutrition
Introduction to Probability and Data with R,https://www.coursera.org/learn/probability-intro?specialization=statistics,Data Analysis
What is Corruption: Anti-Corruption and Compliance,https://www.coursera.org/learn/what-is-corruption-anti-corruption-compliance?specialization=regulatory-compliance,Business Essentials
AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management?specialization=ai-for-business-wharton,Machine Learning
"Dynamic Programming, Greedy Algorithms",https://www.coursera.org/learn/dynamic-programming-greedy-algorithms?specialization=boulder-data-structures-algorithms,Algorithms
 Storytelling in Branding and Content Marketing ,https://www.coursera.org/learn/brand-and-content-marketing?specialization=branding-the-creative-journey,History
Logistic Regression in R for Public Health,https://www.coursera.org/learn/logistic-regression-r-public-health?specialization=statistical-analysis-r-public-health,Public Health
Anatomy: Musculoskeletal and Integumentary Systems,https://www.coursera.org/learn/anatomy403-1x?specialization=anatomy,Basic Science
IT Infrastructure and Emerging Trends,https://www.coursera.org/learn/it-infrastructure-and-emerging-trends?specialization=information-systems,Security
Entrepreneurship 1: Developing the Opportunity,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity?specialization=wharton-entrepreneurship,Finance
FPGA Softcore Processors and IP Acquisition,https://www.coursera.org/learn/fpga-softcore-proccessors-ip?specialization=fpga-design,Electrical Engineering
Effectively delivering the news to your audience,https://www.coursera.org/learn/deliver-the-news?specialization=become-a-journalist,Music and Art
Research Proposal: Initiating Research,https://www.coursera.org/learn/research-proposal-initiating-research?specialization=market-research,Marketing
Newborn Capstone,https://www.coursera.org/learn/newborn-capstone?specialization=newborn-baby-care,Healthcare Management
People and Soft Skills Assessment ,https://www.coursera.org/learn/people-soft-skills-assessment?specialization=people-and-soft-skills-for-professional-success,Personal Development
Networking in Google Cloud: Defining and Implementing Networks,https://www.coursera.org/learn/networking-gcp-defining-implementing-networks?specialization=networking-google-cloud-platform,Networking
Building Batch Data Pipelines on Google Cloud,https://www.coursera.org/learn/batch-data-pipelines-gcp?specialization=gcp-data-machine-learning,Cloud Computing
The Improve Phase for the 6 σ Black Belt,https://www.coursera.org/learn/theimprovephaseforthesixsigmablackbelt?specialization=six-sigma-black-belt,Business Essentials
Spring - Ecosystem and Core,https://www.coursera.org/learn/spring-ecosystem-and-core?specialization=spring-framework,Software Development
Python Project for Data Engineering,https://www.coursera.org/learn/python-project-for-data-engineering?specialization=data-engineering-foundations,Data Management
Introduction to Java,https://www.coursera.org/learn/java-introduction?specialization=core-java,Software Development
Introduction to Digital Transformation Part 1,https://www.coursera.org/learn/introduction-to-digital-transformation-part-1?specialization=digital-strategy,Business Strategy
The Pronunciation of American English Project,https://www.coursera.org/learn/pronunciation-american-english-project?specialization=american-english-pronunciation,Learning English
Introduction to Operations Management,https://www.coursera.org/learn/wharton-operations?specialization=wharton-business-foundations,Leadership and Management
Prototyping and Design,https://www.coursera.org/learn/prototyping-design?specialization=user-interface-design,Design and Product
Java Programming: Principles of Software Design,https://www.coursera.org/learn/java-programming-design-principles?specialization=java-programming,Software Development
Diagnosing Health Behaviors for Global Health Programs,https://www.coursera.org/learn/health-behaviors-global?specialization=global-health,Public Health
Aromatherapy: Clinical Use of Essential Oils,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils?specialization=integrative-nursing,Research
Mathematical Biostatistics Boot Camp 1,https://www.coursera.org/learn/biostatistics?specialization=advanced-statistics-data-science,Math and Logic
Ideas from the History of Graphic Design,https://www.coursera.org/learn/graphic-design-history?specialization=graphic-design,History
"JavaScript, jQuery, and JSON",https://www.coursera.org/learn/javascript-jquery-json?specialization=web-applications,Mobile and Web Development
Introduction to Healthcare,https://www.coursera.org/learn/intro-to-healthcare?specialization=ai-healthcare,Health Informatics
Introduction to Digital health,https://www.coursera.org/learn/introduction-to-digital-health?specialization=digitalhealth,Public Health
Algebra and Differential Calculus for Data Science,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science?specialization=expressway-to-data-science-essential-math,Math and Logic
Analyzing Big Data with SQL,https://www.coursera.org/learn/cloudera-big-data-analysis-sql-queries?specialization=cloudera-big-data-analysis-sql,Data Analysis
Essentials of Entrepreneurship: Thinking & Action,https://www.coursera.org/learn/entrepreneurial-thinking?specialization=career-success,Entrepreneurship
Microsoft Azure Management Tools and Security Solutions,https://www.coursera.org/learn/microsoft-azure-management-security?specialization=microsoft-azure-fundamentals-az-900,Cloud Computing
Fundamentals of Accounting Capstone,https://www.coursera.org/learn/accounting-fundamentals-project?specialization=accounting-fundamentals,Business Essentials
Blockchain in Financial Services: Strategic Action Plan,https://www.coursera.org/learn/blockchain-strategic-action-plan?specialization=blockchain-financial-services,Computer Security and Networks
Accounting Analysis II: Measurement and Disclosure of Liabilities,https://www.coursera.org/learn/accounting-analysis-2-liabilities?specialization=financial-reporting,Business Essentials
Social Network Analysis,https://www.coursera.org/learn/social-network-analysis?specialization=computational-social-science-ucdavis,Data Analysis
Gender Analytics Capstone Project,https://www.coursera.org/learn/gender-analytics-capstone?specialization=gender-analytics,Business Essentials
Analyze Datasets and Train ML Models using AutoML,https://www.coursera.org/learn/automl-datasets-ml-models?specialization=practical-data-science,Machine Learning
"Android App Components - Services, Local IPC, and Content Providers",https://www.coursera.org/learn/androidapps-2?specialization=android-app-development,Mobile and Web Development
Writing in First Person Point of View,https://www.coursera.org/learn/first-person-pov?specialization=memoir-personal-essay,Music and Art
Bioconductor for Genomic Data Science,https://www.coursera.org/learn/bioconductor?specialization=genomic-data-science,Data Analysis
Renewable Energy Technology Fundamentals,https://www.coursera.org/learn/renewable-energy-technology-fundamentals?specialization=renewable-energy,Environmental Science and Sustainability
Tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=introduction-data-science,Data Analysis
Managing Human Capital in Retail,https://www.coursera.org/learn/wharton-managing-human-capital-retail?specialization=wharton-retail-strategy,Leadership and Management
Matrix Algebra for Engineers,https://www.coursera.org/learn/matrix-algebra-engineers?specialization=mathematics-engineers,Math and Logic
"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",https://www.coursera.org/learn/managing-adhd-autism-learning-disabilities-and-concussion-in-school?specialization=school-health-for-children-and-adolescents,Patient Care
Bayesian Statistics: Capstone Project,https://www.coursera.org/learn/bayesian-statistics-capstone?specialization=bayesian-statistics,Data Analysis
Creatividad computacional,https://www.coursera.org/learn/creatividad-computacional?specialization=inteligencia-artificial,Algorithms
Gender Analytics for Innovation,https://www.coursera.org/learn/gender-analytics-innovation?specialization=gender-analytics,Business Essentials
Digitalisation in the Aerospace Industry,https://www.coursera.org/learn/industry?specialization=aerospace,Mechanical Engineering
ESG and Social Activism,https://www.coursera.org/learn/esg-social-activism?specialization=materiality-esg-factors,Business Strategy
Multi-Axis CNC Toolpaths,https://www.coursera.org/learn/multi-axis-cnc-toolpaths?specialization=autodesk-cad-cam-manufacturing,Mechanical Engineering
Advanced Business Strategy,https://www.coursera.org/learn/uva-darden-advanced-business-strategy?specialization=business-strategy,Business Strategy
"Teacher SEL: Programs, Possibilities, and Contexts",https://www.coursera.org/learn/teacher-sel-programs?specialization=teacher-sel,Education
Optimizing a Website for Google Search,https://www.coursera.org/learn/optimizing-web-search?specialization=seo,Marketing
Consulting Tools and Tips,https://www.coursera.org/learn/management-consulting-tools-and-tips?specialization=managementconsulting,Business Strategy
The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-platform?specialization=iot,Software Development
Renewable Power and Electricity Systems,https://www.coursera.org/learn/renewable-power-electricity-systems?specialization=renewable-energy,Environmental Science and Sustainability
Operations Systems Excellence,https://www.coursera.org/learn/operations-systems-excellence?specialization=uol-business-and-marketing-strategies,Business Essentials
Inspiring Peak Performance on Technical Teams,https://www.coursera.org/learn/real-world-engineering-management-2?specialization=real-world-engineering-management,Software Development
Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud?specialization=devops-cloud-and-agile-foundations,Cloud Computing
Introduction to Google SEO,https://www.coursera.org/learn/search-engine-optimization?specialization=seo,Marketing
Building Database Applications in PHP,https://www.coursera.org/learn/database-applications-php?specialization=web-applications,Mobile and Web Development
Robotics: Perception,https://www.coursera.org/learn/robotics-perception?specialization=robotics,Mechanical Engineering
Project Management: Control using the Earned Value and Risk,https://www.coursera.org/learn/control-and-replan-using-earned-value-and-risk?specialization=project-management-tools-approaches-skills,Leadership and Management
Speaking to Inspire: Ceremonial and Motivational Speeches,https://www.coursera.org/learn/speak-to-inspire-ceremonial-motivational-speeches?specialization=public-speaking,Personal Development
Security Operations,https://www.coursera.org/learn/security-operations?specialization=certified-in-cybersecurity,Security
Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling?specialization=wharton-business-financial-modeling,Business Essentials
Reproducible Research,https://www.coursera.org/learn/reproducible-research?specialization=jhu-data-science,Data Analysis
Effective Problem-Solving and Decision-Making,https://www.coursera.org/learn/problem-solving?specialization=project-management-success,Business Essentials
Expanding SEL,https://www.coursera.org/learn/expanding-sel?specialization=teacher-sel,Education
Statistical Inference,https://www.coursera.org/learn/statistical-inference?specialization=jhu-data-science,Probability and Statistics
Python Programming Essentials,https://www.coursera.org/learn/python-programming?specialization=introduction-scripting-in-python,Software Development
"Speak English Professionally: In Person, Online & On the Phone",https://www.coursera.org/learn/speak-english-professionally?specialization=improve-english,Learning English
Advanced Deployment Scenarios with TensorFlow,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow?specialization=tensorflow-data-and-deployment,Software Development
Communicating Your Best Self ,https://www.coursera.org/learn/communicatingyourbestself?specialization=communicationforeveryone,Personal Development
Introduction to Artificial Intelligence (AI),https://www.coursera.org/learn/introduction-to-ai?specialization=key-technologies-for-business,Machine Learning
Financial Accounting: Advanced Topics,https://www.coursera.org/learn/financial-accounting-advanced?specialization=financial-management,Finance
Data and Health Indicators in Public Health Practice,https://www.coursera.org/learn/data-public-health?specialization=professional-epidemiology,Public Health
Qualitative Data Analysis with MAXQDA Software,https://www.coursera.org/learn/qualitative-data-analysis-with-maxqda-software?specialization=qualitative-research-design-and-methods-for-public-health,Health Informatics
Introduction to Digital Transformation Part 2,https://www.coursera.org/learn/digital-transformation-part-2?specialization=digital-strategy,Business Strategy
Culture-Driven Team Building Capstone ,https://www.coursera.org/learn/team-building-capstone?specialization=team-building,Leadership and Management
Drug Commercialization ,https://www.coursera.org/learn/drug-commercialization?specialization=drug-development-product-management,Healthcare Management
European Business Law: Doing Business in Europe,https://www.coursera.org/learn/eu-law-doing-business?specialization=european-business-law,Business Essentials
Financial Accounting: Foundations,https://www.coursera.org/learn/financial-accounting-basics?specialization=financial-management,Finance
Linear Regression and Modeling ,https://www.coursera.org/learn/linear-regression-model?specialization=statistics,Data Analysis
Principles of Public Relations,https://www.coursera.org/learn/principles-of-public-relations?specialization=introduction-to-public-relations-and-the-media,Marketing
Introduction to DevOps,https://www.coursera.org/learn/intro-to-devops?specialization=devops-cloud-and-agile-foundations,Software Development
Healthy and Sustainable Foods,https://www.coursera.org/learn/healthy-sustainable-foods?specialization=healthy-sustainable-foods-products,Public Health
"Foundations of Sports Analytics: Data, Representation, and Models in Sports",https://www.coursera.org/learn/foundations-sports-analytics?specialization=sports-analytics,Data Analysis
Introduction to Automated Analysis,https://www.coursera.org/learn/automated-analysis?specialization=software-testing-automation,Software Development
Developing Your Musicianship: Final Project,https://www.coursera.org/learn/musicianship-final-project?specialization=musicianship-specialization,Music and Art
Assessment for Data Analysis and Visualization Foundations,https://www.coursera.org/learn/data-analysis-visualization-foundations-assessment?specialization=data-analysis-visualization-foundations,Data Analysis
Fundamentals of GIS,https://www.coursera.org/learn/gis?specialization=gis,Environmental Science and Sustainability
MBSE: Model-Based Systems Engineering ,https://www.coursera.org/learn/mbse?specialization=digital-manufacturing-design-technology,Mechanical Engineering
Giving Sense to Your Leadership Experience,https://www.coursera.org/learn/leading-sense?specialization=inspirational-leadership,Leadership and Management
Current Gen 3D Game Prop Production,https://www.coursera.org/learn/3d-game-prop-production?specialization=art-for-games,Music and Art
Introduction to Image Processing,https://www.coursera.org/learn/introduction-image-processing?specialization=image-processing,Electrical Engineering
Decentralized Finance (DeFi) Primitives,https://www.coursera.org/learn/decentralized-finance-primitives-duke?specialization=decentralized-finance-duke,Finance
"Incident Response, BC, and DR Concepts",https://www.coursera.org/learn/incident-response-bc-and-dr-concepts?specialization=certified-in-cybersecurity,Security
Calculus for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-calculus?specialization=mathematics-for-machine-learning-and-data-science,Algorithms
Teach English Now! Capstone Project 1,https://www.coursera.org/learn/teaching-english-capstone?specialization=tesol,Education
U.S. Health Law Fundamentals,https://www.coursera.org/learn/health-law-fundamentals?specialization=healthcare-law,Healthcare Management
Chinese for HSK 3 PART II,https://www.coursera.org/learn/hsk-3-part2?specialization=hsk-learn-chinese,Other Languages
JavaScript Basics,https://www.coursera.org/learn/javascript-basics?specialization=javascript-beginner,Mobile and Web Development
Think Again I: How to Understand Arguments,https://www.coursera.org/learn/understanding-arguments?specialization=logic-critical-thinking-duke,Philosophy
Iniciación y Planificación de Proyectos,https://www.coursera.org/learn/planificacion-proyectos?specialization=administracion-proyectos,Leadership and Management
Introduction to Self-Driving Cars,https://www.coursera.org/learn/intro-self-driving-cars?specialization=self-driving-cars,Software Development
Getting Started with Google Workspace,https://www.udacity.com/course/getting-started-with-google-workspace--ud300,
Google Cloud Digital Leader Training,https://www.udacity.com/course/google-cloud-digital-leader-training--ud301,
Cloud Native Fundamentals,https://www.udacity.com/course/cloud-native-fundamentals--ud064,
Linear Algebra Refresher Course,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,
Machine Learning for Trading,https://www.udacity.com/course/machine-learning-for-trading--ud501,
Introduction to Computer Vision,https://www.udacity.com/course/introduction-to-computer-vision--ud810,
Full Stack Foundations,https://www.udacity.com/course/full-stack-foundations--ud088,
Product Manager Interview Preparation,https://www.udacity.com/course/product-manager-interview-preparation--ud034,
Data Wrangling with MongoDB,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032,
Introduction to Python Programming,https://www.udacity.com/course/introduction-to-python--ud1110,
SQL for Data Analysis,https://www.udacity.com/course/sql-for-data-analysis--ud198,
Version Control with Git,https://www.udacity.com/course/version-control-with-git--ud123,
Intro to Data Analysis,https://www.udacity.com/course/intro-to-data-analysis--ud170,
Intro to JavaScript,https://www.udacity.com/course/intro-to-javascript--ud803,
C++ For Programmers,https://www.udacity.com/course/c-for-programmers--ud210,
Intro to HTML and CSS,https://www.udacity.com/course/intro-to-html-and-css--ud001,
Microsoft Power Platform,https://www.udacity.com/course/microsoft-power-platform--ud091,
Web Tooling & Automation,https://www.udacity.com/course/web-tooling-automation--ud892,
Front End Frameworks,https://www.udacity.com/course/front-end-frameworks--ud894,
Responsive Web Design Fundamentals,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,
How to Install Android Studio,https://www.udacity.com/course/how-to-install-android-studio--ud808,
Website Performance Optimization,https://www.udacity.com/course/website-performance-optimization--ud884,
iOS Networking with Swift,https://www.udacity.com/course/ios-networking-with-swift--ud421,
JavaScript Design Patterns,https://www.udacity.com/course/javascript-design-patterns--ud989,
Responsive Images,https://www.udacity.com/course/responsive-images--ud882,
Xcode Debugging,https://www.udacity.com/course/xcode-debugging--ud774,
JavaScript Promises,https://www.udacity.com/course/javascript-promises--ud898,
UIKit Fundamentals,https://www.udacity.com/course/uikit-fundamentals--ud788,
Client-Server Communication,https://www.udacity.com/course/client-server-communication--ud897,
What is Programming?,https://www.udacity.com/course/what-is-programming--ud994,
Building High Conversion Web Forms,https://www.udacity.com/course/building-high-conversion-web-forms--ud890,
Software Architecture & Design,https://www.udacity.com/course/software-architecture-design--ud821,
Intro to Information Security,https://www.udacity.com/course/intro-to-information-security--ud459,
Authentication & Authorization: OAuth,https://www.udacity.com/course/authentication-authorization-oauth--ud330,
Intro to iOS App Development with Swift,https://www.udacity.com/course/intro-to-ios-app-development-with-swift--ud585,
Introduction to Operating Systems,https://www.udacity.com/course/introduction-to-operating-systems--ud923,
Web Accessibility,https://www.udacity.com/course/web-accessibility--ud891,
Scalable Microservices with Kubernetes,https://www.udacity.com/course/scalable-microservices-with-kubernetes--ud615,
Developing Android Apps with Kotlin,https://www.udacity.com/course/developing-android-apps-with-kotlin--ud9012,
Browser Rendering Optimization,https://www.udacity.com/course/browser-rendering-optimization--ud860,
Learn Swift Programming Syntax,https://www.udacity.com/course/learn-swift-programming-syntax--ud902,
Offline Web Applications,https://www.udacity.com/course/offline-web-applications--ud899,
Kotlin for Android Developers,https://www.udacity.com/course/kotlin-for-android-developers--ud888,
UX Design for Mobile Developers,https://www.udacity.com/course/ux-design-for-mobile-developers--ud849,
Software Development Process,https://www.udacity.com/course/software-development-process--ud805,
Data Visualization in Tableau,https://www.udacity.com/course/data-visualization-in-tableau--ud1006,
Intro to Progressive Web Apps,https://www.udacity.com/course/intro-to-progressive-web-apps--ud811,
Writing READMEs,https://www.udacity.com/course/writing-readmes--ud777,
Software Analysis & Testing,https://www.udacity.com/course/software-analysis-testing--ud333,
iOS Persistence and Core Data,https://www.udacity.com/course/ios-persistence-and-core-data--ud325,
Computer Networking,https://www.udacity.com/course/computer-networking--ud436,
Firebase Analytics: iOS,https://www.udacity.com/course/firebase-analytics-ios--ud353,
Human-Computer Interaction,https://www.udacity.com/course/human-computer-interaction--ud400,
2D Game Development with libGDX,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,
